Update needed in DBASE,"Type of Update (Birth, Death, Weaning, Sex)",MaternalHaplotypes,MaternalForagingType,Primary Location,MomName,MomID,CalfName,CalfID,SurviveTo3,WeaningAgeKnown,IBI,WeanToSurvivingcalfInterval,WeantoSurvivingCalfCensored,"First,Early,InBetween,Last,Unknown (FENLU)",LastSurvivingCalf,GrandmaKnown,LastSightingCalf,LastSightingMother,Obs1Calf,Obs1Mom,AssignedBDay,45104,BDayAccuracy,PrimaryBdayEstimateReason,SecondaryBdayEstimateReason,WhoAssignedBDay,MotherLastSeenBeforeCalfBirth,Interval between mothers last sighting,Calf's age at first sight,Obs2,FirstCalfSight,NotesCalfSizeBehavior,Obs3,CalfLastBP,Obs4,MumLastWLiveCalf,Obs5,MumWOCalf,Obs6,DeathDate,DeathAgeYrs,GapSightings,GapSightingsDivide2,DeathDateAccuracy,DeathDateReason1,DeathDateReason2,DeathNotes,WhoDetermineDeathDate,WeaningDateAccuracy,WeanDateReason1,WeaningDateReason2,WhoDetermineWeanDate,LastWMum80%Surveys,NotBPorWOMum50%Surveys,,WeaningDate,WeaningAgeDays,WeaningAgeMonths,WeaningAgeYears,WeanNotes,DoWStatus,Shae/EKWeaningDateNotes2010,ShaeMatrilinesNotesAug2012,CBKMatrilinesNotes2013
N,,C ,S,EAST,TULIP,TUL,DAISY,DAI,y,y,,,,f,,,,,,,01/09/2008,15,MonthEstimate,InfantFirstSight,,JM,22-Jul-08,0.91,0.8,EK EMP,21-Jun-09,,JM,11-Dec-11,EK,,,,,,,,,,,,,,MonthEstimate,Midpoint,,SAS,11-Dec-11,5-Jul-12,207,23-Mar-12,1299.5,42.60655738,3.550546448,,,,,
N,,C ,S,EAST,TULIP,TUL,BANKSIA,BNK,n,d,,,,n,,,,,,,21/09/2012,11,WeekEstimate,InfantFirstSight,,VF,9-Sep-12,0.06,0.03,EK,2-Oct-12,sighted 2-Oct-12 by Whitney Friedman,WHITNEY,,,2-Oct-12,WHITNEY,12-Oct-12,,07/10/2012,0.04,10,5,WeekEstimate,DeadPreWeaning,,,VF,,,,,,,,,,,,,,,,
N,,C ,S,EAST,TULIP,TUL,POPPY,PPP,y,y,,,,,,,,,,,25/10/2013,10,DayEstimate,InfantFirstSight,,EK,8-Oct-13,0.09,0.05,MMW,11-Nov-13,"2-3 weeks, stripes",EK,7-Oct-16,CBK,,,,,,,,,,,,,,MonthEstimate,Reduced MC Association,STOPPED SIGHTING POST WEANING,EK,7-Oct-16,28-Jun-18,629,17-Aug-17,1392.5,45.6557377,3.804644809,"dead or weaned. Last seen together Nov-16, both not seen in 2017, TUL seen in 2018",,,,
N,,A,N,WHALE BIGHT,TUNIC,TUN,TOGA,TOG,y,y,,,,e,,,,,,,15/10/2002,21,WeekEstimate,InfantFirstSight,,JJW,20-Aug-02,0.21,0.05,MK,4-Nov-02,"newborn, TOG doing chinups, has fetal lines, a little bit older than BAD's calf, but less than 1 month",JJW,20-Jul-06,EK,,,,,,,,,,,,,,WeekEstimate,Midpoint,,SAS,20-Jul-06,29-Sep-06,71,24-Aug-06,1409.5,46.21311475,3.851092896,,,,,
N,,A,N,WHALE BIGHT,TUNIC,TUN,BURLAP,BRP,y,y,,,,wait until 2018,,,,,,,15/11/2010,13,WeekEstimate,InfantFirstSight,,EK,16-Oct-10,0.19,0.1,EK,23-Dec-10,"~1 month, EK estimated ~2-3 yrs in Sep 2012",CCC,30-Nov-13,EK,,,,,,,,,,,,,,MonthEstimate,Gap,,JM,30-Nov-13,6-Aug-15,614,3-Oct-14,1418,46.49180328,3.87431694,6-Aug-15 but was a big group (>69) and TUN could have been there but didn't see her or next sighting of BRP is 1-Jun-17. TUN has a 3 yr sighting gap cannot give death date until 2019.,,,,
N,,D,N,RED CLIFF BAY,TWOSCOOPS,TWO,RAISIN,RAI,n,d,,,,l,,,21-Jun-99,9-Aug-01,,RCC,01/02/1999,24,MonthEstimate,InfantFirstSight,,JM,8-Oct-98,0.47,0.15,AS,28-Mar-99,No size information; JM estimated age based on later sightings-RAI very small.,MRH,,,21-Jun-99,JM,4-Jul-99,JM,27/06/1999,0.401,13,7,DayEstimate,DeadPreWeaning,,dead,JM,,,,,,,,,,,,,,,,
N,,,,EAST,UNDERGROUND,UDG,VELVET,VLV,still alive,,,,,,,,,,,,01/11/2021,2,MonthEstimate,SpringSummerYoy,,VF,18-Jul-19,2.86,0.57,VF,27-May-22,yoy,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,A,N,RED CLIFF BAY,UHF,UHF,MUF,MUF,n,d,3.917808219,,,n,,,7-Dec-88,15-Mar-03,RCC,LAB,01/11/1986,37,MonthEstimate,SpringSummerYoy,,JM,15-Aug-86,0.72,0.51,RAS,6-May-87,No size information,RAS,,,7-Dec-88,RCC,20-Feb-89,RCC,13/01/1989,2.204,75,38,MonthEstimate,Midpoint,,,JM,,,,,,,,,,,,,,,,
N,,A,N,RED CLIFF BAY,UHF,UHF,URCHIN,URC,y,y,4.087671233,0.21369863,n,n,,,,15-Mar-03,,LAB,01/10/1990,33,WeekEstimate,InfantFirstSight,,JM,16-Sep-90,0.1,0.06,KAW,23-Oct-90,No size information,KAW,9-May-94,JM,11-Aug-94,RCC,19-Aug-94,RCC,,,8,4,,,,,,DayEstimate,Midpoint,SiblingBirth,JM,11-Aug-94,19-Aug-94,8,15-Aug-94,1414,46.36065574,3.863387978,n,,,,
N,,A,N,RED CLIFF BAY,UHF,UHF,SKRUFF,SKF,y,y,3.967123288,0.41369863,n,n,,,,15-Mar-03,,LAB,01/11/1994,29,MonthEstimate,SpringSummerYoy,,JM,17-Sep-94,0.43,0.31,RCC,22-Feb-95,No size information,DIC,17-Apr-98,MK,17-Apr-98,MK,25-Jun-98,JM,,,69,35,,,,,,WeekEstimate,Midpoint,SiblingBirth,JM,17-Apr-98,21-May-98,34,21-May-98,1297,42.52459016,3.543715847,y midpoint based on last BP (survey) and then SKF alone (survey) together on and off after,,,,
N,,A,N,RED CLIFF BAY,UHF,UHF,WOOF,WOF,y,y,4.101369863,,,n,y,,,15-Mar-03,,LAB,19/10/1998,25,DayEstimate,InfantFirstSight,,JM,10-Oct-98,0.05,0.03,AS,29-Oct-98,No size information,ASCF,2-Sep-02,AKC,2-Sep-02,AKC,3-Sep-02,AKC,,,1,1,,,,,,DayEstimate,Midpoint,SiblingBirth,JM,,,,2-Sep-02,1414,46.36065574,3.863387978,based on focal follow,,,,
N,,A,N,RED CLIFF BAY,UHF,UHF,ENUFF,ENU,n,d,,,,l,,,15-Mar-03,15-Mar-03,,LAB,24/11/2002,21,WeekEstimate,InfantFirstSight,,AS,9-Nov-02,0.08,0.04,AS,8-Dec-02,"8-9 Dec 02: still has fetal folds, chin-up/ cork-up surfacings; 10 Dec 02: JFR calf is smaller than UHF's",AS,,,15-Mar-03,lab,,,22/03/2003,0.323,,,WeekEstimate,MotherCalfNotSightedSince,,Based on frequent sightings of UHF to this date,JM,,,,,,,,,,,,,,,,
N,,E,S,PERON,UMAMI,UMM,SAVORY,SVY,y,n,,,,u,,,19-Jul-06,,MK,,01/11/2004,19,YearEstimate,MotherFirstSightWithCalf,,JM,,,1.71,,19-Jul-06,looks like a 2004 or 2005 birth based on photos (JM),MK,19-Jul-06,MK,19-Jul-06,MK,20-Jul-11,EMP,,,,,,,,Unsure whether SVY survived because of large gap in UMM sightings,,YearEstimate,Midpoint,,JM,19-Jul-06,20-Jul-11,1827,17-Jan-09,1538.5,50.44262295,4.203551913,,,,,
N,,E,S,PERON,UMAMI,UMM,EDAMAME,EDM,y,y,,,,n,,,,,,,01/11/2011,12,MonthEstimate,Gap,,EMP,20-Jul-11,1.97,1.69,JM,10-Jul-13,EDM looks about 2yo,EMP,15-Jul-13,MMW,,,,,,,,,,,,,,MonthEstimate,DefaultDate,,JM,15-Jul-13,1-Jul-14,351,1-May-14,912,29.90163934,2.491803279,Used default date because otherwise using midpoint would have weaned too young,,,,
N,,,N,PERON,UMPIRE,UMP,REFEREE,RFE,u,n,,,,u,,,26-Jun-02,26-Jun-02,JM,JM,01/11/1999,24,YearEstimate,MotherFirstSightWithCalf,,JM,,,2.65,,26-Jun-02,older calf on survey; based on photos JM thinks 1-Nov-99 birth but could be as early as 1-Nov-98 or as late as 1-Nov-00,JM,26-Jun-02,JM,26-Jun-02,JM,,,01/05/2006,6.501,,,YearEstimate,MotherCalfNotSightedSince,,Neither UMP nor RFE seen since 26-Jun-02,,,,,,,,,,,,,,,,,
N,,D,N,NORTH OF RED CLIFF BAY,URP,URP,ABE,ABE,u,n,3.498630137,,,n,,,21-May-94,,JM,,01/11/1991,32,YearEstimate,MotherFirstSightWithCalf,,JM,,,1.72,,23-Jul-93,1.5-2yrs. ,JM,,,21-May-94,JM,18-Jul-94,RCC,19/06/1994,2.633,58,29,Unknown,SightingRecordPoor,BirthdateUncertain,,JM,,,,,,,,,,,,,,"ABE last bp 23-jul-93, also seen with URP 15 and 21-may-94 but bp wasn't noted, /ABE/ sighted 25-jun-96 without URP; URP 1st sighted without ABE 18-Jul-94 and had BUR in bp starting 28-Jun-96",,
N,,D,N,NORTH OF RED CLIFF BAY,URP,URP,BURP,BUR,y,n,3.506849315,0.252054795,n,n,,,,,,,01/05/1995,28,YearEstimate,Gap,,JM,18-Jul-94,1.95,1.16,RCC,28-Jun-96,can't tell from photo if yoy or 1.5 yrs. (JM),RCC,2-May-98,MK,19-Jun-98,MK,,,,,,,,,,,,YearEstimate,BirthdateUncertain,Midpoint,JM,19-Jun-98,11-Jul-99,387,1-Aug-98,1188,38.95081967,3.245901639,Seen in 2001 and at least until 2015 (was renamed as Fugeela),,,,
N,,D,N,NORTH OF RED CLIFF BAY,URP,URP,ULYA,ULY,y,y,4.956164384,3,y,n,y,,,,,,01/11/1998,25,MonthEstimate,SpringSummerYoy,,JM,19-Jun-98,1.06,0.69,MRH,11-Jul-99,"Yoy; AS thought 1-2 y, JM thought Yoy.",JMAS,26-Oct-02,JJW,26-Oct-02,JJW,20-Mar-03,BLS,,,145,73,Unknown,Over3Years,RarelySighted,,EK,MonthEstimate,Midpoint,SiblingBirth,JM,26-Oct-02,8-Sep-03,317,2-Apr-03,1613.5,52.90163934,4.408469945,midpoint,,,,
N,,D,N,NORTH OF RED CLIFF BAY,URP,URP,WYATT,WYA,n,d,,,,l,,,8-May-05,,,,15/10/2003,20,WeekEstimate,InfantFirstSight,,AS,9-Oct-03,0.18,0.16,JJW,13-Dec-03,"df erect, a few faint fetal stripes visible on photo that were not noticed in the field, normal surfacings, normal weigh",AS,8-May-05,QAG,8-May-05,QAG,19-Nov-05,SJA,13/08/2005,1.832,195,98,MonthEstimate,Midpoint,,URP sighted without WYA and with males on 19-Nov-05,SAS,,,,,,,,,,,,,,,,
N,,,,DUBAUT,URSULA,URS,SCUTTLE,SCL,u,,,,,e,,,20-Jun-14,20-Jun-14,,,01/11/2013,9.7,MonthEstimate,SpringSummerYoy,,,21-Sep-13,0.74,0.63,MMW,20-Jun-14,definitely a yoy (EMP),EMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,A,N,WHALE BIGHT,UV,UVE,CLOVER,CLV,y,n,5.002739726,,,u,,,2-May-98,,MK,,01/11/1996,27,YearEstimate,SSSS,,JM EK,16-Jul-96,1.79,1.5,MRH,2-May-98,"Seen first in 1998 (called Sunny) but no size information. Then seen again post-weaning, but small with slightly older juveniles. SNPs put UVE as mother of CLV. UVE had Sunny which is actually now CLV so Sunny name is deactivated. UVE surveyed with SUNNY now CLV together in 1998 but in 2000 surveys there were unknowns and she could have been there. ",LMB,,,2-May-98,LMB,21-Sep-00,,,,,,,,,,,YearEstimate,DefaultDate,,JM,,,,1-May-00,1277,41.86885246,3.489071038,Unclear if UVE with CLV in 2000 surveys as there are some unknowns. COP born late 2001 so CLV weaned either in 2000 or 2001. Birthdate might be off by one year also.,,SNN isn't in surveys,,
N,,A,N,WHALE BIGHT,UV,UVE,COPPERTONE,COP,y,y,,,,n,,,,,,,01/11/2001,22,MonthEstimate,SpringSummerYoy,,JJW,21-Nov-00,1.5,0.56,RW,24-May-02,calf looks like yoy - 24Aug02 by jjw,LAB,23-Oct-04,RCC,,,,,,,,,,,,,,MonthEstimate,Midpoint,,SAS,9-Jul-05,23-Oct-05,106,31-Aug-05,1399,45.86885246,3.822404372,,,,,
N,,A,N,WHALE BIGHT,UV,UVE,INFRARED,IRD,n,d,,,,n,,,,,,,01/12/2005,18,MonthEstimate,SpringSummerYoy,,EK JM,25-Oct-05,0.73,0.63,MK,19-Jul-06,looks small and skinny,MK,,,19-Jul-06,MK,9-Nov-06,RCC,13/09/2006,0.785,113,57,MonthEstimate,DeadPreWeaning,Midpoint,calf was skinny,EK,,,,,,,,,,,,,,,,
N,,A,N,WHALE BIGHT,UV,UVE,BANANABOAT,BNB,n,d,,,,n,,,2-Nov-10,,EK,,30/09/2009,14,DayEstimate,InfantFirstSight,,MAS,15-Sep-09,0.09,0.05,EK MAS,18-Oct-09,"calf looks 2 weeks, has fetal stripes, smooth, fin erect",EK,2-Nov-10,EK,2-Nov-10,EK,14-Sep-12,EK,09/10/2011,2.024657534,682,341,YearEstimate,SiblingBirth,,"technically calf could have been weaned at 2 yrs of age, but seems unlikely",JM,,,,,,,,,,,,,,,,
N,,A,N,WHALE BIGHT,UV,UVE,SPECTRUM,SPM,y,n,,,,l,y,,,,,,01/11/2012,10.7,MonthEstimate,SpringSummerYoy,InfantFirstSight,JM MMW,14-Sep-12,0.85,0.72,EK,22-Jul-13,"looks like yoy, maximum 1 year old",MMW,22-Jul-13,MMW,,,,,,,,,,,,,,YearEstimate,Gap,,EK JM,22-Jul-13,1-Jun-17,1410,1-May-16,1277,41.86885246,3.489071038,"Mom last seen 2013, calf seen in 2017.",,,,
N,,G ,N,WHALE BIGHT,REVAMP,VAM,REDO,RED,n,d,,,,u,,,27-Jan-98,,,,01/11/1997,26,WeekEstimate,InfantFirstSight,,CFKW,14-Jan-97,0.9,0.11,KH,10-Dec-97,check sight sheet,CFKW,27-Jan-98,CF,31-Aug-99,MK,19-Oct-00,RW,25/03/2000,2.399,415,207.5,MonthEstimate,UncertainSurvivalStatusPreWeaning,NotSightedPostWeaning,calf not seen since 1999 and mom not seen again till 2000 but calf would have been under 3,JM,,,,JM,31-Aug-99,19-Oct-00,415,,,,,"calf not seen since 1999 and mom not seen again till 2000 therefore, not sure if weaned or dead",,,,
N,,G ,N,WHALE BIGHT,REVAMP,VAM,RENOVATE,RNV,n,d,,,,n,,,19-Sep-04,,MK,,01/11/2003,20,MonthEstimate,SpringSummerYoy,,SAS,18-Aug-03,1.09,0.88,RCC,19-Sep-04,no age info at first sight but VAM sighted without calf in 2003 and VAM was herded in 2002,MK,19-Sep-04,MK,19-Sep-04,MK,10-Jul-05,JM,13/02/2005,1.288,294,147,MonthEstimate,DeadPreWeaning,SiblingBirth,VAM had yoy RVV in 2006,JM,,,,,,,,,,,,,,,,
N,,G ,N,WHALE BIGHT,REVAMP,VAM,REVIVE,RVV,u,n,,,,l,,,,,,,01/01/2006,17,MonthEstimate,SpringSummerYoy,,JM,13-Aug-05,0.97,0.58,RCC,2-Aug-06,yoy; JM estimated 7-10 months based on photos,RCC,,,2-Aug-06,RCC,19-Jan-08,CCC,26/04/2007,1.316,535,268,MonthEstimate,DeadPreWeaning,,CCC sighted VAM 19-Jan-08 and didn't mention that she had a calf with her so may have died,EK,,,,,,,,,,,,,,,,
N,,  ,N,N/A,VANNA,VAN,VIN,VIN,u,n,,,,u,,,1-May-87,1-May-87,,DDD,01/11/1986,37,YearEstimate,MotherFirstSightWithCalf,,JM,,,0.5,,1-May-87,No size information from 87 photo,DDD,,,,,,,01/05/1988,,,,Unknown,DefaultDate,MotherCalfNotSightedSince,,JM,,,,,,,,,,,,,,VIN isn't in surveys. EK-VAN poss JNI,,
N,,D ,,EAST,VEEBIE,VBE,TOOHEYS,TOH,n,d,,,,e,,,,,,,05/11/2015,8,DayEstimate,InfantFirstSight,,JM,10-Sep-15,0.23,0.07,EK,2-Dec-15,"TOH looks older than RGA and approx same age as NVL, swithcing between bp and echelon. Fetal lines, bumpy, mainly echelon, but bp less than one min. Smooth surfacings with no CUPs",JM,22-Oct-16,CBK,2-Feb-17,CCC,22-Jun-17,VF,13/04/2017,1.438,140,70,MonthEstimate,Midpoint,,,EK,,,,,,,,,,,,,,,,
N,,D ,,EAST,VEEBIE,VBE,MATSO,MTO,still alive,,,,,,,,,,,,15/10/2020,3,WeekEstimate,InfantFirstSight,,JM VF,21-Mar-20,1,0.43,CCC,20-Mar-21,"Veebie was last seen March 21st, 2020 and first seen with Matso March 20th, 2021. JM estimates about 5 months based from photos",CCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,  ,N,WHALE BIGHT,VECTOR,VEC,SWOOSH,SWO,u,n,4.731506849,,,n,,,28-Jan-98,,,BH,09/12/1996,27,DayEstimate,InfantFirstSight,MotherFirstSightWithCalf,KH,,,0.02,,16-Dec-96,about 6-7 stripes; chin-slap surfacings; about 1 week old,KH,,,28-Jan-98,CF,1-Nov-99,JM,15/12/1998,2.016,642,321,Unknown,SightingRecordPoor,Gap,not sure if weaned or died,JM,,,,,,,,,,,,not sure if weaned or died,,"SWO last bp was 2-feb-97, also seen with VEC 11-Feb-97 and 28-Jan-98 but was not in bp, hasn't been seen since 28-jan-98; VEC 1st sighting without SWO was 1-nov-99",,
N,,  ,N,WHALE BIGHT,VECTOR,VEC,VICTORIA,VIC,n,d,2.038356164,,,n,,,10-Nov-01,,,BH,01/09/2001,22,WeekEstimate,InfantFirstSight,,JJW,1-Nov-99,2.03,0.19,JM,10-Nov-01,"VIC looks young, couple mos old; darker than MSL and CLI we saw yesterday; first infant site sheet completed;substrate unknown; CF - in photo, fetal lines still visible",JJW,,,10-Nov-01,jjw,9-May-02,LAB,08/02/2002,0.438,180,90,MonthEstimate,Midpoint,,,JM,,,,,,,,,,,,,,,,
N,,  ,N,WHALE BIGHT,VECTOR,VEC,SOHCAHTOA,SOH,n,d,,,,l (wait until 2020),,,26-Dec-03,,,BH,15/09/2003,20,WeekEstimate,InfantFirstSight,,JJW,28-Jan-03,0.66,0.03,AS,27-Sep-03,"calf has fetal folds, ~1.5 ft long, launching out of the water, looks about 1-3 wks old, swimming in echelon position; In Dec, df erect with wavy trailing edge, faint stripes, normal weight, touring with RHO",JJW,26-Dec-03,AS,26-Dec-03,AS,7-Dec-04,AKC,16/06/2004,0.755,347,174,MonthEstimate,Midpoint,,Mother with males at Dec 2004 sighting,JM,,,,,,,,,,,,,,,,
N,,,,EAST,VEGAS,VEG,RENO,REN,y,n,,,,e,,,,,,,01/11/2004,19,MonthEstimate,InfantFirstSight,SpringSummerYoy,JM EK,8-Oct-04,0.73,0.67,AKC,2-Jul-05,yoy,JM,25-Jul-06,MK,,,,,,,,,,,,,,YearEstimate,Gap,DefaultDate,VF,12-Jun-07,4-Sep-09,,1-May-08,1277,41.86885246,3.489071038,Vegas and Reno seen in large group together but not IDd until later and no bp noted on 12-Jun-07. Reno next seen without Vegas on 4-Sep-09. Reno was called ALO-Alaok from 2007 until 2022 before being matched back to Reno,,,,
N,,,,EAST,VEGAS,VEG,CASINO,CSO,still alive,,,,,,,,,,,,01/11/2019,4,YearEstimate,Gap,,VF JM,28-Jun-18,3.95,2.61,EK,11-Jun-22,older calf ,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,  ,N,RED CLIFF BAY,VENUS,VEN,SIRIUS,SIR,n,d,,,,u,,,13-Dec-90,30-Jan-91,,AFR,01/11/1990,33,DayEstimate,InfantFirstSight,,JM,21-Oct-90,0.06,0.03,KAW,11-Nov-90,No size information,KAW,,,13-Dec-90,KAW,30-Jan-91,AFR,23/12/1990,0.142,48,24,WeekEstimate,DeadPreWeaning,,,JM,,,,,,,,,,,,,,,,
Y,B,,,HERALD BIGHT,VAULT,VLT,CIRCUIT,CCT,n,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,  ,N,RED CLIFF BAY,VOID,VOI,VACUUM,VAC,n,d,,,,u,,,28-Jan-91,15-Sep-93,,AS,27/12/1990,33,WeekEstimate,InfantFirstSight,,AFR,26-Nov-90,0.17,0.09,KAW,28-Jan-91,fetal folds visible,AFR,,,,AFR,,AFR,15/03/1991,0.214,,,MonthEstimate,Midpoint,,Exact dates of last sighting and first of mother aren't available; from AFR follows perhaps,JM,,,,,,,,,,,,,,,,
N,,A ,N,EAST,WACKO,WAC,LOOPY,LOO,y,y,,,,u,,,,,,,01/11/2010,13,MonthEstimate,SpringSummerYoy,,RCC,8-May-10,1.19,0.7,EMP,16-Jul-11,no age info,RCC,,,,,,,,,,,,,,,,MonthEstimate,Reduced MC Association,Midpoint,JM,31-Aug-18,4-Jun-19,277,16-Jan-19,2998.5,98.31147541,8.192622951,LOO seen in bp 31-Aug-18 by TCC; WAC seen without LOO on 4-Jun-19 by JM ,"31-may no bp, 10-jul, yes bp, 26-jul no bp, 19-aug no bp, 31-aug yes bp",,,
N,,  ,N,N/A,WAIVERLY,WAI,WAFER,WAF,y,n,,,,u,,,1-May-90,1-May-90,DDD,DDD,01/11/1985,38,YearEstimate,MotherFirstSightWithCalf,,JM,,,1.49,,1-May-87,from 87 photos looks about 2 years old; NO NOTES AT ALL-but Waf must be <Sum 87-88 because the baby existed while we made the catalogue.,DDD,,,,,,,,,,,,,,,,YearEstimate,BirthdateUncertain,DefaultDate,JM,,,,1-May-90,1642,53.83606557,4.486338798,Gap,,,,
N,,D,N,WHALE BIGHT,WANDA,WAN,WHINGE,WNG,y,n,6.043835616,0.791780822,n,e,,,,,,,01/11/1990,33,YearEstimate,MotherFirstSightWithCalf,,JM,,,2.89,,21-Sep-93,No size information,AS,26-Jul-95,RCC,18-Sep-95,MRH,14-Jun-96,RCC,,,270,135,,,,,,YearEstimate,BirthdateUncertain,Midpoint,JM,18-Sep-95,14-Jun-96,270,31-Jan-96,1917,62.85245902,5.237704918,dn't have good birthday est.,,,,
N,,D,N,WHALE BIGHT,WANDA,WAN,WEEBLE,WEB,y,y,5.002739726,6,y,n,,,4-Oct-99,,JM,,15/11/1996,27,WeekEstimate,InfantFirstSight,,KH,21-Oct-96,0.16,0.09,KH,18-Dec-96,1 month old,KH,4-Oct-99,JM,4-Oct-99,JM,16-Oct-00,RW,,,378,189,Unknown,NotSightedPostWeaning,,,EK,MonthEstimate,Midpoint,,JM,4-Oct-99,16-Oct-00,378,10-Apr-00,1242,40.72131148,3.393442623,midpoint,,,,
N,,D,N,WHALE BIGHT,WANDA,WAN,WOBBLE,WBB,n,d,2.912328767,,,n,,,6-Apr-02,,LAB,,15/11/2001,22,MonthEstimate,SpringSummerYoy,,LAB,9-Nov-01,0.41,0.39,JJW,6-Apr-02,observers estimate 9-12 mos old but we know the calf had to be born since 9-nov-01,LAB,,,6-Apr-02,LAB,23-Jul-02,RCC,30/05/2002,0.537,108,54,MonthEstimate,Midpoint,,,JM,,,,,,,,,,,,,,,,
N,,D,N,WHALE BIGHT,WANDA,WAN,WHIPPLE,WHP,y,y,,,,n,,,1-Aug-06,,MK,,13/10/2004,19,DayEstimate,InfantFirstSight,,MK,26-Aug-04,0.16,0.03,MK,23-Oct-04,"in echelon, fetal lines, bobbing rocketing at surface, 1/2 length of mom (f5372)",MK,1-Aug-06,MK,,,16-Sep-10,EK,,,,,,,,,,MonthEstimate,GAP,SiblingBirth,EK,1-Aug-06,16-Sep-10,1507,23-Aug-08,1410.5,46.24590164,3.853825137,possibly weaned in 2009,,,,
N,,D,N,WHALE BIGHT,WANDA,WAN,WITTY,WTY,y,n,,,,l,y,,,5-Nov-11,,EK,01/11/2009,14,MonthEstimate,SpringSummerYoy,,JM EK,8-May-06,4.38,0.89,JM EK,23-Sep-10,yoy,JM EK,5-Nov-11,EK,,,22-Sep-15,VF,,,,,,,,WAN used to been see a lot so probably died but calf could have made it to weaning,,YearEstimate,Midpoint,,JM,5-Nov-11,22-Sep-15,1417,13-Oct-13,1442.5,47.29508197,3.941256831,,,,,
N,,D,G,RED CLIFF BAY,WEDGES,WED,HEDGES,HED,y,n,5.126027397,2.545205479,n,e,,,,,,,01/11/1991,32,YearEstimate,MotherFirstSightWithCalf,,JM,,,1.66,,28-Jun-93,probably 1-2 yrs (JM sight),AFR,16-Apr-94,JM,22-Sep-95,MRH,15-Jun-96,RCC,,,267,134,,,,,,YearEstimate,BirthdateUncertain,Midpoint,JM,9-Oct-96,20-Nov-96,42,30-Oct-96,1825,59.83606557,4.986338798,,,,,
N,,D,G,RED CLIFF BAY,WEDGES,WED,WINK,WNK,n,d,2.419178082,,,n,,,26-Jan-98,,,,15/12/1996,27,WeekEstimate,InfantFirstSight,,KH,20-Nov-96,0.16,0.09,KH,16-Jan-97,"est 1 mo; fetal marks - 6 stripes, smooth; normal and some chin-slap surfacings; no BP",KH,,,26-Jan-98,CFKW,17-Jun-99,JM,17/03/1998,1.252,507,254,MonthEstimate,SiblingBirth,,Wed must have been pregnant w/ Whoops by April 98,JM,,,,,,,,,,,,,,,,
N,,D,G,RED CLIFF BAY,WEDGES,WED,WHOOPS,WHO,y,y,,,,l,y,,,,,,17/05/1999,24,WeekEstimate,InfantFirstSight,,JM,26-Jan-98,1.39,0.08,CFKW,17-Jun-99,"stripes, can snag, do displays; surface type - cork up; longest bp = 31-60 sec",JM,6-Jul-07,JM,,,,,,,,,,,,,,MonthEstimate,Midpoint,,SAS,6-Jul-07,3-Jun-08,333,19-Dec-07,3138.5,102.9016393,8.575136612,Censored-since last BP,,,,
N,,  ,N,PERON,WELLY,WEL,WEETABIX,WBX,n,d,,,,u,,,21-Aug-04,,MK,,25/03/2004,19,WeekEstimate,InfantFirstSight,,JM,16-Aug-03,0.62,0.02,RCC,31-Mar-04,"fetal lines, Echelon, bobbing, sighted when JM working with BBC crew at Peron.",JM,21-Aug-04,MK,21-Aug-04,MK,10-Jul-05,JM,29/01/2005,0.851,323,162,MonthEstimate,,,,JM,,,,,,,,,,,,,,,,
N,,,,EAST,WESLEY,WES,DREAD PIRATE ROBERTS,DPR,still alive,,,,,,,,,,,,01/11/2020,3,YearEstimate,Gap,,JM VF,18-Jul-19,2.86,1.57,VF,27-May-22,estimated about 1.5 years,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,,N,,WAFFLE,WFL,QUAFFLE,QFL,u,n,,,,u,,,1-Aug-02,1-Aug-02,RCC,RCC,01/09/2001,22,MonthEstimate,SpringSummerYoy,MotherFirstSightWithCalf,LAB,,,0.91,,30-Jul-02,"10-12mo old, calf surfacing a bit uncoordinated (chin slap surfacings), calf in bp for entire survey",LAB,1-Aug-02,RCC,1-Aug-02,RCC,,,,,,,Unknown,UncertainSurvivalStatusPreWeaning,MotherCalfNotSightedSince,WFL given 2006 death date,EK,,,,,,,,,,,,,DEAD OR WEANED,,,
N,,  ,N,RED CLIFF BAY,WHALE,WHA,WHALESCALF,WHC,y,n,,,,u,,,1-May-87,1-May-87,DDD,DDD,01/11/1982,41,YearEstimate,MotherFirstSightWithCalf,,JM,,,1.5,,1-May-84,"large calf from photos-JM, not a yoy; RAS 1984 sighting",DDD,,,,,,,,,,,,,,,,YearEstimate,BirthdateUncertain,Gap,JM,,,,1-May-87,1642,53.83606557,4.486338798,,,,,
