Dolphin ID,Dolphin Name,Temporary Dolphin Ind,Sex,Sex Certainty,Mother ID,Birth Date Accuracy,Birth Date,Birth Date Earliest,Birth Date Latest,Birth Date Primary Reason,Birth Date Secondary Reason,Birth Date Primary Assigner,Birth Date Secondary Assigner,Birth Notes,Death Date Accuracy,Death Date,Death Date Primary Reason,Death Date Secondary Reason,Death Date Calc Type,Death Date Primary Assigner,Death Date Secondary Assigner,Death Notes,Weaning Date Accuracy,Weaning Date,Weaning Date Primary Reason,Weaning Date Secondary Reason,Weaning Date Calc Type,Weaning Date Primary Assigner,Weaning Date Secondary Assigner,Weaning Age Known,Weaning Notes,Last Seen Year,Dolphin Notes
WEB,WEEBLE,FALSE,,,WAN,WEEK ESTIMATE,15/11/1996,,,INFANT FIRST SIGHT,,KH,,1 MONTH OLD,,,STOPPED SIGHTING POST WEANING,,,,,Not distinctive.,MONTH ESTIMATE,4/10/2000,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,MIDPOINT,1999,
WED,WEDGES,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1972,11/1/1967,11/1/1977,REPRODUCTIVE AGE,SSSS,EK,JM,Speckles on DF in 2001 looks like she is well into 30s so we increased her age. Photo in 2007 she is heavily speckled on DF so late 30s.,MONTH ESTIMATE,01/05/2011,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,JM,,Seen almost every year.,,,,,,,,,,2007,
WEE,WEED,FALSE,FEMALE,HIGH,ALG,YEAR ESTIMATE,11/01/1985,,,MOTHER FIRST SIGHT WITH CALF,,RAS,,"1ST ID IN 1987, PROBABLY BORN SP/SU 1985",MONTH ESTIMATE,01/05/1995,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,,YEAR ESTIMATE,9/21/1989,REDUCED MC ASSOCIATION,SIBLING BIRTH,,JM,,NO,BOTH ENDS AND BY PER PREGNANCY; INDEPENDENT BY 1989,1994,
WEL,WELLY,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1983,11/1/1978,11/1/1983,SSSS,,EK,JM,Had some DF speckles in 2003.,YEAR ESTIMATE,01/05/2013,OVER 3 YEARS,,DEFAULT DATE,EK,,Two year gap but seen often in Peron trips.,,,,,,,,,,,
WES,WESLEY,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1997,,,SSSS,,VF,,first seen 2004-08-27 but no size info; estimated same size as UDG and FRG in 2006,,,,,,,,,,,,,,,,,,,
WFL,WAFFLE,TRUE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1988,,,REPRODUCTIVE AGE,,SAS,,Photos not good enough to improve age estimate.,YEAR ESTIMATE,01/05/2006,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,,,WFL could have changed fins. Photos not great. She is east female.,,,,,,,,,,,
WGN,WAGNER,FALSE,,,SHB,MONTH ESTIMATE,12/01/2021,11/1/2021,3/1/2022,INFANT FIRST SIGHT,,VF,JM,"Mom last seen 18-Jul-19. Calf first seen 28-Jul-22, yoy. Seems in the 5-8 mo range, best guess is 6.5 mos",,,,,,,,,,,,,,,,,,,
WGY,WHITEGUY,FALSE,UNKNOWN,,SUP,MONTH ESTIMATE,11/01/2017,9/1/2017,1/1/2018,SPRING SUMMER YOY,,EK,,No fetal lines. BP for more than a minute.,,,,,,,,,YEAR ESTIMATE,5/1/2021,GAP,,DEFAULT DATE,JM,VF,NO,last seen 5-Jun-20. Supafly seen 25-May-22 without Whiteguy,,
WHA,WHALE,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1970,,,REPRODUCTIVE AGE,,,,Photos not good enough to improve age estimate.,YEAR ESTIMATE,01/05/1991,OVER 3 YEARS,RARELY SIGHTED,DEFAULT DATE,EK,JM,Distinctive and seen in 1980s by RAS but not since.,,,,,,,,,,1987,
WHC,WHALESCALF,FALSE,,,WHA,YEAR ESTIMATE,11/01/1982,11/1/1981,11/1/1982,MOTHER FIRST SIGHT WITH CALF,,JM,,"LARGE CALF FROM PHOTOS-JM, NOT A YOY; RAS 1984 SIGHTING",YEAR ESTIMATE,01/05/1987,MOTHER CALF NOT SIGHTED SINCE,,OTHER,JM,,We have no records but JM thinks WHC and mother sighted in 1986 but gone by 1987.,YEAR ESTIMATE,5/1/1987,REDUCED MC ASSOCIATION,GAP,,JM,,NO,,1987,
WHD,WHEEDLE,FALSE,,,WHN,WEEK ESTIMATE,15/03/2019,3/1/2019,4/1/2019,INFANT FIRST SIGHT,,TCC,JM,"faint fetal lines mostly swimming ech with brief bp, slightly sunken behind head, about 3 months",,,,,,,,,,,,,,,,,,,
WHE,WHEAT,FALSE,FEMALE,HIGH,WYL,MONTH ESTIMATE,11/01/2000,,,INFANT FIRST SIGHT,,LAB,,CALF WAS ABOUT 3-6 MOS OLD. NO FOETAL FOLD MARKS SEEN,,,,,,,,,MONTH ESTIMATE,2/8/2006,,MOTHER CALF NOT SIGHTED SINCE,MIDPOINT,JM,,YES,,2004,
WHI,WHITTLE,FALSE,,,,,11/01/1981,,,91CAT,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,1998,
WHK,WHISKEY,FALSE,,,WHO,MONTH ESTIMATE,11/01/2019,9/1/2019,1/1/2020,SPRING SUMMER YOY,,JM,VF,"Whoops was last seen June 12th, 2019 and Whiskey was first seen January 21st, 2021",,,,,,,,,,,,,,,,,,,
WHL,WHELK,TRUE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1991,11/1/1991,11/1/1995,SSSS,REPRODUCTIVE AGE,JM,,"Considered juvenile in late 99, 2001, and 2003",,,,,,,,,,,,,,,,,,,
WHN,WHINE,FALSE,FEMALE,HIGH,WNG,MONTH ESTIMATE,11/01/2002,,,SPRING SUMMER YOY,,JM,,NO SIZE INFORMATION,,,,,,,,,MONTH ESTIMATE,11/11/2005,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,CHECK 2006 DATE,2007,
WHO,WHOOPS,FALSE,FEMALE,HIGH,WED,WEEK ESTIMATE,17/05/1999,,,INFANT FIRST SIGHT,,JM,,"STRIPES, CAN SNAG, DO DISPLAYS; SURFACE TYPE - CORK UP; LONGEST BP = 31-60 SEC",,,,,,,,,MONTH ESTIMATE,12/19/2007,,,MIDPOINT,JM,,YES,Last together during a follow.  Seen apart first during a follow.,2007,
WHP,WHIPPLE,FALSE,MALE,HIGH,WAN,DAY ESTIMATE,13/10/2004,,,INFANT FIRST SIGHT,,MK,,"IN ECHELON, FETAL LINES, BOBBING ROCKETING AT SURFACE, 1/2 LENGTH OF MOM (F5372)",,,,,,,,,MONTH ESTIMATE,8/23/2008,GAP,SIBLING BIRTH,MIDPOINT,EK,JM,YES,WTY was born in 2009 so we used midpoint but WHP could have been weaned as late as mid 2009.,2004,
WHR,WHISPER,FALSE,UNKNOWN,,SHO,DAY ESTIMATE,11/03/2009,10/31/2009,11/4/2009,,,MAS,,,,,,,,,,,WEEK ESTIMATE,8/26/2013,,,MIDPOINT,EK,JM,YES,,,"lumpy, echelon, fin not fully erect so gave assume its one day old, very synch with mum"
WHS,WHITESCAR,FALSE,,,,,11/01/1974,,,91CAT,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,
WHT,WHITEY,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1988,11/1/1987,11/1/1989,SSSS,REPRODUCTIVE AGE,EK,JM,Very clean DF in 2013 so we think she is young but had calf in 2000.,,,,,,,,,,,,,,,,,,,
WHZ,WHEEZY,FALSE,FEMALE,HIGH,WNG,MONTH ESTIMATE,11/01/2015,9/30/2015,1/1/2016,INFANT FIRST SIGHT,SPRING SUMMER YOY,VF,,Looks 6-8 months,,,,,,,,,WEEK ESTIMATE,7/2/2018,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,WHZ last seen in bp on 11Jun18 by JM; seen not in bp by JM on 24Jul18 and then again not in bp on 20Aug18 and 27Aug18,,
WIF,WIFI,TRUE,FEMALE,LOW,,YEAR ESTIMATE,11/01/1991,,,,,,,,,,,,,,,,,,,,,,,,,,
WIL,WILBUR,FALSE,,,,YEAR ESTIMATE,11/01/1977,11/1/1960,11/1/1977,91CAT,,EK,JM,Photos are poor but he looks old based on body condition so possibly much older than assigned bday.,YEAR ESTIMATE,01/05/1995,RARELY SIGHTED,,DEFAULT DATE,EK,JM,We only saw Wilbur in 1990 and 1991.,,,,,,,,,,1997,
WIN,WINNIE,FALSE,UNKNOWN,,MIN,MONTH ESTIMATE,11/01/1989,,,SPRING SUMMER YOY,,JM,,"CHECK RAS VIDEO, AT LEAST A FEW MOS OLD",WEEK ESTIMATE,03/07/1990,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,1990,
WIP,WHIPPET,FALSE,UNKNOWN,,WHO,MONTH ESTIMATE,15/01/2012,12/1/2011,2/15/2012,INFANT FIRST SIGHT,,JM,,last sight of WHO before calf was 23-Oct-2011,,,,,,,,,MONTH ESTIMATE,7/29/2015,,,MIDPOINT,JM,,YES,One sighting without WHO but not seen BP after the 16Jun15 date. So still close to WHO but weaned.,,Ewa and Janet both thought calf looked around 6 months old. We didn't get a great look though.
WIR,WIREHANGERS,FALSE,,,JCR,MONTH ESTIMATE,11/01/2001,9/1/2001,1/1/2002,,,JJW,,"JJW said ""WIR looks like a yoy"" at 4-Nov-02 sighting",YEAR ESTIMATE,01/05/2005,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Had skin condition in 2004. HUM looks a lot like WIR but also seen late 2004.,WEEK ESTIMATE,9/29/2004,,,MIDPOINT,SAS,,YES,,,
WIT,WITCHY,FALSE,,,,,11/01/1988,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,2001,
WIY,WIRRIYA,FALSE,FEMALE,HIGH,KIY,DAY ESTIMATE,11/06/2012,11/6/2012,11/7/2012,,,DIC,,less than 24 hours,,,,,,,,,DAY ESTIMATE,5/22/2018,REDUCED MC ASSOCIATION,,MIDPOINT,EK,,YES,,,less than 24 hours
WKA,WONKA,TRUE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1984,11/1/1982,11/1/1986,SSSS,REPRODUCTIVE AGE,EK,JM,Had some lat and df speckles in 2004 but faint on DF.,,,,,,,,,,,,,,,,,,,
WLB,WALLABY,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1987,11/1/1986,11/1/1988,SSSS,REPRODUCTIVE AGE,EK,JM,,,,,,,,,,,,,,,,,,,2004,
WLF,WALLFLOWER,FALSE,,,CYS,MONTH ESTIMATE,15/05/2023,4/15/2023,6/15/2023,INFANT FIRST SIGHT,,KH,JM,"Crystal last seen 15-Sep-20. DAP reported Crystal with a ~2 mo yoy sometime in August 2022. First seen by ERJ on 28-Sep-22 but evasive in large group so no age estimate. Definitely a yoy, no fetal lines in Sept.",,,,,,,,,,,,,,,,,,,
WLL,WILLOW,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1988,11/1/1982,11/1/1989,SSSS,ASSIGNED 10 YRS,EK,JM,Originally assigned 10 years but aligns with speckle data.,YEAR ESTIMATE,01/05/2009,OVER 3 YEARS,,DEFAULT DATE,EK,JM,,,,,,,,,,,2007,
WLR,WALLAROO,FALSE,UNKNOWN,,NUM,MONTH ESTIMATE,15/01/2017,12/1/2016,2/1/2017,INFANT FIRST SIGHT,,JM,,Looks 4-5 months based on photo.,MONTH ESTIMATE,25/02/2018,DEAD PREWEANING,,MIDPOINT,JM,,WLR last seen 12Jul17 by EK; NUM seen without WLR by TCC on 11Oct18,,,,,,,,,,,
WLV,WOLVERINE,TRUE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/2000,11/1/1998,11/1/2002,SSSS,REPRODUCTIVE AGE,EK,JM,She was juvenile at first sighting. Speckles match with estimated birthdate in that she is clean.,,,,,,,,,,,,,,,,,,,
WLY,WALLY,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1991,,,ASSIGNED 10 YRS,,JM,,,,,,,,,,,,,,,,,,,,,
WMP,WHIMPER,FALSE,FEMALE,HIGH,WHN,WEEK ESTIMATE,03/01/2016,2/15/2016,3/15/2016,INFANT FIRST SIGHT,INFANT FIRST SIGHT,VF,,"estimted 3 months. faint fetal stripes img 1559, smooth, erect DF and normal weight. surface normal and BP less than 30 sec. Doing PD dives.",MONTH ESTIMATE,05/03/2018,DEAD PREWEANING,,MIDPOINT,EK,,,,,,,,,,,,,
WND,WINDSOR,FALSE,UNKNOWN,,KST,WEEK ESTIMATE,10/01/2003,9/1/2003,10/15/2003,,,JM,,yoy with fetal folds,MONTH ESTIMATE,26/03/2004,DEAD PREWEANING,,MIDPOINT,SAS,,"KST sighted 26-Aug-04 with males, no sign of her calf",,,,,,,,,,,yoy with fetal folds
WNG,WHINGE,FALSE,FEMALE,HIGH,WAN,YEAR ESTIMATE,11/01/1990,,,MOTHER FIRST SIGHT WITH CALF,,JM,,NO SIZE INFORMATION,,,,,,,,,YEAR ESTIMATE,1/31/1996,,REDUCED MC ASSOCIATION,MIDPOINT,JM,,NO,DN'T HAVE GOOD BIRTHDAY EST.,2007,
WNK,WINK,FALSE,,,WED,WEEK ESTIMATE,15/12/1996,,,INFANT FIRST SIGHT,SSSS,KH,,"EST 1 MO; FETAL MARKS - 6 STRIPES, SMOOTH; NORMAL AND SOME CHIN-SLAP SURFACINGS; NO BP",MONTH ESTIMATE,17/03/1998,SIBLING BIRTH,,,JM,,Wed must have been pregnant w/ Whoops by April 98,,,,,,,,DIED PREWEANING,,1998,
WNN,WANING,FALSE,UNKNOWN,,FMN,WEEK ESTIMATE,15/12/2012,12/1/2012,1/1/2013,INFANT FIRST SIGHT,,JM,,Has faint fetal lines. Could not be more than 3 months.,,,,,,,,,,,,,,,,,,,
WNS,WINSTON,FALSE,,,,YEAR ESTIMATE,11/01/1988,,,ASSIGNED 10 YRS,,SAS,,,,,,,,,,,,,,,,,,,,,
WOD,WODEHOUSE,TRUE,MALE,LOW,,YEAR ESTIMATE,11/01/1989,,,,,,,,,,,,,,,,,,,,,,,,,,
WOF,WOOF,FALSE,FEMALE,HIGH,UHF,DAY ESTIMATE,19/10/1998,,,INFANT FIRST SIGHT,SSSS,JM,,NO SIZE INFORMATION,,,,,,,,,DAY ESTIMATE,9/2/2002,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,BASED ON FOCAL FOLLOW,2007,
WOL,WOLFGANG,FALSE,MALE,LOW,,YEAR ESTIMATE,11/01/1978,11/1/1976,11/1/1981,SSSS,ALLIANCE,EK,,Has a couple of speckles on lower DF in 2001 and was with Sprockets in 2001.,,,,,,,,,,,,,,,,,,2002,
WOM,WOMBAT,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1988,11/1/1986,11/1/1988,SSSS,REPRODUCTIVE AGE,,,With males in 1998 but no first calf until 2003. There is a mixup with her speckle information as we cannot find the original notes on a July 8 2002 follow of SKD. the speckle information entered is not what is on the follow.,YEAR ESTIMATE,01/05/2009,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,,,,,,,,,,,,2007,
WON,WONDERLAND,FALSE,FEMALE,HIGH,JMY,DAY ESTIMATE,12/04/2011,,,,,EK,,,,,,,,,,,MONTH ESTIMATE,1/17/2016,,,MIDPOINT,JM,,YES,,,about 1 week old
WOP,WHOPPER,FALSE,FEMALE,HIGH,CHS,MONTH ESTIMATE,09/01/2010,,12/1/2010,,,EK,,,,,,,,,,,MONTH ESTIMATE,3/3/2014,,,MIDPOINT,JM,,YES,,,"looked 1-1.5 yrs old, I would say Sep 2010-EK"
WOR,WORRIES,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1970,11/1/1967,11/1/1970,SSSS,91CAT,EK,JM,,YEAR ESTIMATE,01/05/2015,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,,,,,,,,,,,2007,
WOW,WOW,FALSE,MALE,HIGH,,,11/01/1977,,,,,,,,YEAR ESTIMATE,01/05/2019,OVER 3 YEARS,,DEFAULT DATE,JM,VF,Last seen 13-May-16 and over 40yrs old now,,,,,,,,,,2006,
WOY,WOYLIE,FALSE,,,QUO,MONTH ESTIMATE,11/01/2002,,,SPRING SUMMER YOY,,JJW,,CALF LOOKS ABOUT 1-YEAR OLD AT FIRST SIGHT (JJW),,,MOTHER CALF NOT SIGHTED SINCE,,,,,,,,,,,,,NO,,2005,
WPY,WEEPY,FALSE,FEMALE,HIGH,WNG,MONTH ESTIMATE,11/01/2012,5/1/2012,12/1/2012,,,JM,,,,,,,,,,,MONTH ESTIMATE,4/15/2015,,SIBLING BIRTH,DEFAULT DATE,JM,,YES,weaned so young that gave date close to first observation without WNG in 2015.,,Both EK MMW estimated 1-2 yrs but impossible b/c of SNV weaning date; JM gave default date; Entered by CBK
WRA,WRASSE,FALSE,,,SPE,MONTH ESTIMATE,11/01/2021,9/1/2021,2/1/2022,SPRING SUMMER YOY,INFANT FIRST SIGHT,CCC,VF,CCC estimated 3-4 months on 6Mar22,,,,,,,,,,,,,,,,,,,
WRE,WRECK,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1986,11/1/1966,11/1/1986,ASSIGNED 10 YRS,,EK,JM,No speckle info so could be much older than assigned bday.,YEAR ESTIMATE,01/05/2001,OVER 3 YEARS,RARELY SIGHTED,DEFAULT DATE,EK,JM,Distinctive so definitely gone.,,,,,,,,,,1997,
WRI,WRINKLE,FALSE,,,,,11/01/1981,,,91CAT,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,
WRL,WARLOCK,FALSE,MALE,LOW,,,11/01/1988,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,1998,
WRR,WARRICK,FALSE,,,MAX,YEAR ESTIMATE,11/01/1999,11/1/1998,,,,JM,,"no age info at 1st sight, mom with males in 2002",YEAR ESTIMATE,01/05/2006,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Distinctive fin.,YEAR ESTIMATE,9/1/2003,,,MIDPOINT,JM,,NO,"WRR sighted with mom in bp 23-Jul-02, sighted alone 10-Oct-04",,
WRY,WRY,FALSE,,,,,11/01/1981,,,91CAT,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,
WSB,WISHBONE,FALSE,UNKNOWN,,FID,DAY ESTIMATE,24/08/2015,8/20/2015,8/27/2015,INFANT FIRST SIGHT,,EK,,"has stripes, smooth skin, df erect, slightly sunken at neck, normal surfacings, most synchrony with mom, mostly swim in echelon with mom",,,,,,,,,YEAR ESTIMATE,5/1/2021,GAP,,DEFAULT DATE,JM,VF,NO,"WSB last seen in bp on 28Oct18 by TCC; FID seen without WSB on 28May19 by JM VF, but then in bp again on 15 and 16 Nov 19 so not weaned yet! Last seen with Fido on 9-Apr-20, then Fido seen without WSB on 11-Apr-22.",,
WTY,WITTY,FALSE,MALE,HIGH,WAN,MONTH ESTIMATE,11/01/2009,9/1/2009,1/1/2010,,,JM,,,,,,,,,,"WAN seen a lot before so probably gone, but WTY seen postweaning.",YEAR ESTIMATE,10/13/2013,GAP,,MIDPOINT,JM,,NO,Big gap and Wanda not seen since 2011.,,
WUR,WURST,FALSE,,,,,11/01/1979,,,91CAT,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,2001,
WUY,WURLY,FALSE,,,CUR,MONTH ESTIMATE,23/02/2007,,,INFANT FIRST SIGHT,,EK,,"EK comments from photograph - yoy, fetal lines, dorsal erect, sbs with mom, healthy looking",,,,,,,,,MONTH ESTIMATE,4/4/2012,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,,,
WWF,WEREWOLF,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1977,11/1/1967,11/1/1982,SSSS,,JM,,4-Oct-02 photo shows heavy speckling in gen region-JM,,,,,,,,,,,,,,,,,,,
WYA,WYATT,FALSE,,,URP,WEEK ESTIMATE,15/10/2003,,,INFANT FIRST SIGHT,SSSS,AS,,"DF ERECT, A FEW FAINT FETAL STRIPES VISIBLE ON PHOTO THAT WERE NOT NOTICED IN THE FIELD, NORMAL SURFACINGS, NORMAL WEIGH",MONTH ESTIMATE,13/08/2005,,,MIDPOINT,SAS,,URP sighted without WYA and with males on 19-Nov-05,,,,,,,,DIED PREWEANING,,2005,
WYK,WYNKOOP,FALSE,UNKNOWN,,BMN,MONTH ESTIMATE,11/01/2012,,,,,JM,,,MONTH ESTIMATE,31/12/2013,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,,,,"DOB assigned by VF, entered by CBK"
WYL,WYLLY,FALSE,FEMALE,HIGH,,MONTH ESTIMATE,11/01/1978,11/1/1977,11/1/1979,SSSS,REPRODUCTIVE AGE,EK,JM,Speckles match repro age.,YEAR ESTIMATE,01/05/2011,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,JM,,seen often preivously,,,,,,,,,,2004,
WZY,WOOZY,FALSE,MALE,HIGH,WOF,WEEK ESTIMATE,03/01/2013,2/15/2013,3/15/2013,,,JM,,still has some fetal lines near her tail,,,,,,,,,WEEK ESTIMATE,6/19/2018,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,WZY with WOF a lot but last BP was in 2017.,,
XEN,XENA,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1984,11/1/1982,11/1/1986,SSSS,ASSIGNED 10 YRS,EK,JM,Has very few DF speckles in 2004.,YEAR ESTIMATE,01/05/2009,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,EK,JM,XEN could have changed fin. We did not see her often.,,,,,,,,,,1998,
XFI,CROSSFINGERS,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1973,11/1/1970,11/1/1973,SSSS,91CAT,EK,JM,Considered subadult in mid 1980s and had a few specks in mid-1980s.,YEAR ESTIMATE,01/05/1995,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,Seen every year and MRH had possible sighting in 1997 which we think is wrong because we saw XFI so often before that.,,,,,,,,,,1994,
XXX,LISATEST,FALSE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,This is a test record
YAD,YADGALAH,FALSE,FEMALE,HIGH,NIC,DAY ESTIMATE,12/08/2002,,,INFANT FIRST SIGHT,SSSS,CF,,"ON 9-DEC-02: DARK, PLUMP, MOM CHASING TO GAIN CONTROL, FIN ERECT, CHIN SLAPS",MONTH ESTIMATE,20/11/2009,SIGHTED OFTEN PREVIOUSLY,,OTHER,JM,,Last sighting was at the beach and we stopped seeing her offshore,DAY ESTIMATE,7/8/2006,REDUCED MC ASSOCIATION,,MIDPOINT,,,YES,,2007,
YAK,YAK,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1984,,,REPRODUCTIVE AGE,,SAS,VF,Based on birth of Gaur. Photos not good enough to get better estimate.,YEAR ESTIMATE,01/05/2008,OVER 3 YEARS,,DEFAULT DATE,VF,JM,Distinctive enough that we should have seen her if she was still alive.,,,,,,,,,,,
YAN,YAN,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1972,11/1/1971,11/1/1974,SSSS,REPRODUCTIVE AGE,EK,JM,Speckles are close to matching what Repro Age suggests.,MONTH ESTIMATE,01/05/1998,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,Seen monthly so definitely disappeared soon after last sighting.,,,,,,,,,,1998,
YEL,YELLER,FALSE,MALE,HIGH,LAS,YEAR ESTIMATE,11/01/1992,,,GAP,,JM,,NO SIZE INFORMATION; LASSIE IN 1991 CATALOGUE,,,,,,,,,YEAR ESTIMATE,1/19/1998,,REDUCED MC ASSOCIATION,MIDPOINT,JM,,NO,HUGE GAP BETWEEN SIGHTINGS,2005,
YIN,YIN,FALSE,FEMALE,HIGH,YAN,MONTH ESTIMATE,11/01/1984,,,SPRING SUMMER YOY,,JM,,NO SIZE INFORMATION,MONTH ESTIMATE,01/05/1997,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,JM,EK,Seen all the time until 1997.,MONTH ESTIMATE,11/23/1989,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,MIDPOINT,1997,
YIP,YIPEE,FALSE,,,JOY,DAY ESTIMATE,26/12/2006,,,INFANT FIRST SIGHT,,JM,,PHOTOS; DESCRIBED AS BRAND NEW BY ARISTOCAT;CHECCONIS SAW SOON AFTER; FIN BENT STILL ON 29-DEC-06 WHEN SHE BROUGHT YIP TO BEACH,WEEK ESTIMATE,14/03/2007,DEAD PREWEANING,,MIDPOINT,,,,,,,,,,,DIED PREWEANING,,,
YLO,YOLO,FALSE,UNKNOWN,,CRP,MONTH ESTIMATE,11/01/2014,10/1/2014,12/1/2014,SPRING SUMMER YOY,,EK,,"looks about 7 months at first sighting, swimming normally though bp is obly 31-60 sec",,,,,,,,,MONTH ESTIMATE,12/19/2018,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,YLO last seen in bp 12Jul18 by EK; CRP seen alone by TCC on 28May19,,
YLS,YELLOWSTONE,FALSE,UNKNOWN,,ZIO,WEEK ESTIMATE,07/01/2010,6/20/2010,7/20/2010,INFANT FIRST SIGHT,,JM,,Estimated 2 to 3months at first sighting so likely ZION lost calf in early 2009.,,,,,,,,,MONTH ESTIMATE,5/1/2015,SIBLING BIRTH,,DEFAULT DATE,EK,JM,YES,Close to midpoint but usually weaned half way through mothers next pregnancy.,,"Out of season birth so likely ZION lost previous calf that was never seen. Gap means that ZION could have weaned ACADIA, had another calf and weaned it but lost the next one."
YNK,YANKEE,FALSE,UNKNOWN,,HNK,MONTH ESTIMATE,11/01/2014,9/1/2014,12/1/2014,SPRING SUMMER YOY,,EK,,"at first sighting calf appeared to be PHX age or older. no stripes, surfacing normally,  bp 1-5 min, CTR and seen snagging",YEAR ESTIMATE,07/07/2016,UNCERTAIN SURVIVAL STATUS PREWEANING,GAP,MIDPOINT,JM,,Yankee could have been weaned early but we suspect she or he died preweaning.,,,,,,,,,,,
YOB,YOBO,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1981,11/1/1977,11/1/1984,SSSS,,JM,,based on speckling would give 1981 as his bday with range from 77 to 84,,,,,,,,,,,,,,,,,,2004,
YOD,YODA,FALSE,FEMALE,HIGH,YAN,WEEK ESTIMATE,01/01/1991,,,INFANT FIRST SIGHT,,JM,,NO SIZE INFORMATION,DAY ESTIMATE,30/09/1991,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,1991,
YOG,YOGI,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1967,11/1/1966,11/1/1968,REPRODUCTIVE AGE,SSSS,EK,JM,Based on speckles she could not be older as Surprise was her first calf.,WEEK ESTIMATE,10/07/1992,SIGHTED OFTEN PREVIOUSLY,,OTHER,JM,,Seen often and SMO suddenly weaned. Took midpoint for his last sighting with YOG and first sighting without.,,,,,,,,,,1992,
YOL,YODEL,FALSE,,,HLR,MONTH ESTIMATE,11/01/2003,,,SPRING SUMMER YOY,MOTHER FIRST SIGHT WITH CALF,AKC,,YOY,,,UNCERTAIN SURVIVAL STATUS PREWEANING,GAP,,,,,,,,,,,,NO,,2004,
YOS,YOSHI,FALSE,UNKNOWN,,BWS,WEEK ESTIMATE,09/01/2013,8/15/2013,9/15/2013,INFANT FIRST SIGHT,,EK,,"1-2 months, stripes",,,UNCERTAIN SURVIVAL STATUS PREWEANING,,,,,last seen as newborn in Oct 2013 but might be able to match photos. sibling born 1Nov17 so could have been weaned 1May17,,,,,,,,,,,
